"departure_airport","arrival_airport","per_month","people_flown","sum","piople","npa"
"Новый Уренгой - Novy Urengoy Airport (NUX)","Москва - Domodedovo International Airport (DME)","05","612","18146900.00","252115","great"
"Новый Уренгой - Novy Urengoy Airport (NUX)","Москва - Domodedovo International Airport (DME)","06","1979","58090900.00","252115","great"
"Нижневартовск - Nizhnevartovsk Airport (NJC)","Москва - Domodedovo International Airport (DME)","08","579","13483000.00","252115","great"
"Нижневартовск - Nizhnevartovsk Airport (NJC)","Москва - Domodedovo International Airport (DME)","07","1217","28331200.00","252115","great"
"Нижневартовск - Nizhnevartovsk Airport (NJC)","Москва - Domodedovo International Airport (DME)","06","1173","27324000.00","252115","great"
"Нижневартовск - Nizhnevartovsk Airport (NJC)","Москва - Domodedovo International Airport (DME)","05","363","8435900.00","252115","great"
"Воркута - Vorkuta Airport (VKT)","Москва - Domodedovo International Airport (DME)","05","362","6929300.00","252115","great"
"Воркута - Vorkuta Airport (VKT)","Москва - Domodedovo International Airport (DME)","06","1311","25110400.00","252115","great"
"Воркута - Vorkuta Airport (VKT)","Москва - Domodedovo International Airport (DME)","07","1357","25995800.00","252115","great"
"Воркута - Vorkuta Airport (VKT)","Москва - Domodedovo International Airport (DME)","08","607","11620400.00","252115","great"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Москва - Domodedovo International Airport (DME)","05","976","15029600.00","252115","great"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Москва - Domodedovo International Airport (DME)","06","2937","45582600.00","252115","great"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Москва - Domodedovo International Airport (DME)","07","3032","46767100.00","252115","great"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Москва - Domodedovo International Airport (DME)","08","1457","22391200.00","252115","great"
"Новый Уренгой - Novy Urengoy Airport (NUX)","Москва - Domodedovo International Airport (DME)","07","2085","61196200.00","252115","great"
"Новый Уренгой - Novy Urengoy Airport (NUX)","Москва - Domodedovo International Airport (DME)","08","998","29482000.00","252115","great"
"Нальчик - Nalchik Airport (NAL)","Москва - Domodedovo International Airport (DME)","05","236","3305100.00","252115","great"
"Нальчик - Nalchik Airport (NAL)","Москва - Domodedovo International Airport (DME)","06","742","10394400.00","252115","great"
"Нальчик - Nalchik Airport (NAL)","Москва - Domodedovo International Airport (DME)","07","772","10810100.00","252115","great"
"Нальчик - Nalchik Airport (NAL)","Москва - Domodedovo International Airport (DME)","08","364","5097300.00","252115","great"
"Надым - Nadym Airport (NYM)","Москва - Domodedovo International Airport (DME)","08","265","5796700.00","252115","great"
"Надым - Nadym Airport (NYM)","Москва - Domodedovo International Airport (DME)","07","575","12587500.00","252115","great"
"Надым - Nadym Airport (NYM)","Москва - Domodedovo International Airport (DME)","06","581","12715500.00","252115","great"
"Надым - Nadym Airport (NYM)","Москва - Domodedovo International Airport (DME)","05","132","2882000.00","252115","great"
"Калининград - Khrabrovo Airport (KGD)","Москва - Sheremetyevo International Airport (SVO)","06","2402","30450800.00","266734","great"
"Калининград - Khrabrovo Airport (KGD)","Москва - Sheremetyevo International Airport (SVO)","05","585","7499600.00","266734","great"
"Ставрополь - Stavropol Shpakovskoye Airport (STW)","Москва - Sheremetyevo International Airport (SVO)","07","558","7028300.00","266734","great"
"Ставрополь - Stavropol Shpakovskoye Airport (STW)","Москва - Sheremetyevo International Airport (SVO)","08","272","3429900.00","266734","great"
"Новый Уренгой - Novy Urengoy Airport (NUX)","Москва - Sheremetyevo International Airport (SVO)","08","755","21833900.00","266734","great"
"Кемерово - Kemerovo Airport (KEJ)","Москва - Sheremetyevo International Airport (SVO)","08","404","15203500.00","266734","great"
"Кемерово - Kemerovo Airport (KEJ)","Москва - Sheremetyevo International Airport (SVO)","07","773","29339500.00","266734","great"
"Петрозаводск - Petrozavodsk Airport (PES)","Москва - Sheremetyevo International Airport (SVO)","06","348","2366400.00","266734","great"
"Петрозаводск - Petrozavodsk Airport (PES)","Москва - Sheremetyevo International Airport (SVO)","05","106","720800.00","266734","great"
"Владикавказ - Beslan Airport (OGZ)","Москва - Sheremetyevo International Airport (SVO)","08","477","7258200.00","266734","great"
"Владикавказ - Beslan Airport (OGZ)","Москва - Sheremetyevo International Airport (SVO)","07","968","14729300.00","266734","great"
"Нягань - Nyagan Airport (NYA)","Москва - Sheremetyevo International Airport (SVO)","06","75","1308300.00","266734","great"
"Нягань - Nyagan Airport (NYA)","Москва - Sheremetyevo International Airport (SVO)","05","8","138400.00","266734","great"
"Сочи - Sochi International Airport (AER)","Москва - Sheremetyevo International Airport (SVO)","05","2768","47904900.00","266734","great"
"Кемерово - Kemerovo Airport (KEJ)","Москва - Sheremetyevo International Airport (SVO)","06","699","26159500.00","266734","great"
"Кемерово - Kemerovo Airport (KEJ)","Москва - Sheremetyevo International Airport (SVO)","05","169","6215200.00","266734","great"
"Бугульма - Bugulma Airport (UUA)","Москва - Sheremetyevo International Airport (SVO)","08","233","2307400.00","266734","great"
"Бугульма - Bugulma Airport (UUA)","Москва - Sheremetyevo International Airport (SVO)","07","504","4989200.00","266734","great"
"Бугульма - Bugulma Airport (UUA)","Москва - Sheremetyevo International Airport (SVO)","06","478","4732400.00","266734","great"
"Тюмень - Roshchino International Airport (TJM)","Москва - Sheremetyevo International Airport (SVO)","06","2516","53386700.00","266734","great"
"Омск - Omsk Central Airport (OMS)","Москва - Sheremetyevo International Airport (SVO)","08","705","19591800.00","266734","great"
"Омск - Omsk Central Airport (OMS)","Москва - Sheremetyevo International Airport (SVO)","07","1538","43141400.00","266734","great"
"Тюмень - Roshchino International Airport (TJM)","Москва - Sheremetyevo International Airport (SVO)","05","827","17537000.00","266734","great"
"Бугульма - Bugulma Airport (UUA)","Москва - Sheremetyevo International Airport (SVO)","05","77","759600.00","266734","great"
"Чебоксары - Cheboksary Airport (CSY)","Москва - Sheremetyevo International Airport (SVO)","05","800","6300100.00","266734","great"
"Чебоксары - Cheboksary Airport (CSY)","Москва - Sheremetyevo International Airport (SVO)","06","2483","19273900.00","266734","great"
"Чебоксары - Cheboksary Airport (CSY)","Москва - Sheremetyevo International Airport (SVO)","07","2564","19904500.00","266734","great"
"Чебоксары - Cheboksary Airport (CSY)","Москва - Sheremetyevo International Airport (SVO)","08","1236","9645000.00","266734","great"
"Усинск - Usinsk Airport (USK)","Москва - Sheremetyevo International Airport (SVO)","08","35","538500.00","266734","great"
"Советский - Sovetskiy Airport (OVS)","Москва - Sheremetyevo International Airport (SVO)","08","716","14582500.00","266734","great"
"Советский - Sovetskiy Airport (OVS)","Москва - Sheremetyevo International Airport (SVO)","07","1456","29593900.00","266734","great"
"Ижевск - Izhevsk Airport (IJK)","Москва - Sheremetyevo International Airport (SVO)","08","230","2290000.00","266734","great"
"Владикавказ - Beslan Airport (OGZ)","Москва - Sheremetyevo International Airport (SVO)","06","972","14786700.00","266734","great"
"Нефтеюганск - Nefteyugansk Airport (NFG)","Москва - Sheremetyevo International Airport (SVO)","08","96","2025300.00","266734","great"
"Нефтеюганск - Nefteyugansk Airport (NFG)","Москва - Sheremetyevo International Airport (SVO)","07","228","4813500.00","266734","great"
"Советский - Sovetskiy Airport (OVS)","Москва - Sheremetyevo International Airport (SVO)","06","1405","28711600.00","266734","great"
"Советский - Sovetskiy Airport (OVS)","Москва - Sheremetyevo International Airport (SVO)","05","215","4233300.00","266734","great"
"Ижевск - Izhevsk Airport (IJK)","Москва - Sheremetyevo International Airport (SVO)","07","484","4821600.00","266734","great"
"Ижевск - Izhevsk Airport (IJK)","Москва - Sheremetyevo International Airport (SVO)","06","468","4674200.00","266734","great"
"Воркута - Vorkuta Airport (VKT)","Москва - Sheremetyevo International Airport (SVO)","07","88","1657000.00","266734","great"
"Анапа - Anapa Vityazevo Airport (AAQ)","Москва - Sheremetyevo International Airport (SVO)","05","1176","17125200.00","266734","great"
"Ижевск - Izhevsk Airport (IJK)","Москва - Sheremetyevo International Airport (SVO)","05","136","1357400.00","266734","great"
"Сочи - Sochi International Airport (AER)","Москва - Sheremetyevo International Airport (SVO)","08","4395","76209300.00","266734","great"
"Сочи - Sochi International Airport (AER)","Москва - Sheremetyevo International Airport (SVO)","07","9743","168800200.00","266734","great"
"Сочи - Sochi International Airport (AER)","Москва - Sheremetyevo International Airport (SVO)","06","9429","163162800.00","266734","great"
